ip,anonymityLevel,asn,country,isp,latency,org,port,protocols,responseTime,speed,updated_at,upTime,upTimeSuccessCount,upTimeTryCount
"143.198.167.240","elite","AS14061","US","DigitalOcean, LLC","84","DigitalOcean, LLC","80","socks4","954","1","2023-02-06T05:09:16.397Z","99","985","991"
"146.190.232.76","anonymous","AS14061","NL","DigitalOcean, LLC","17","DigitalOcean, LLC","3128","http","885","197","2023-02-06T05:09:16.609Z","100","874","874"
"185.66.56.3","elite","AS200509","ES","Solucions Valencianes i Noves Tecnologies SL","34","Svint","42647","socks4","54","1","2023-02-06T05:09:16.371Z","100","960","960"
"178.128.21.134","elite","AS14061","SG","DigitalOcean, LLC","183","Digitalocean","7497","socks5","670","1","2023-02-06T05:09:16.714Z","83","801","960"
"195.93.200.140","elite","AS44335","DE","nocyo GmbH","13","nocyo GmbH","80","socks4","152","1","2023-02-06T05:09:16.752Z","100","872","874"
"112.45.121.199","elite","AS139080","CN","China Mobile Communications Corporation","278","China Mobile Communications Corporation","8123","socks5","206","1","2023-02-06T05:09:15.252Z","97","944","976"
"195.175.87.14","elite","AS9121","TR","TTnetTurkTelekom","80","N/A","4153","socks4","81","1","2023-02-06T05:09:15.555Z","99","977","990"
"177.184.67.97","elite","AS52898","BR","Multipla Serviços Inteligentes","234","Multipla Serviços Inteligentes","4145","socks4","258","1","2023-02-06T05:09:15.250Z","100","970","971"
"185.86.5.162","elite","AS29262","TR","Ideal Hosting Teknoloji","47","iDeal","8975","socks4","740","1","2023-02-06T05:09:15.891Z","100","988","991"
"190.180.35.148","elite","AS25620","BO","Cotas Ltda.","197","Cablemodem-ip-dinamica - Generico IP Cmts HMC","5678","socks4","217","1","2023-02-06T05:09:15.251Z","99","972","981"
"71.163.238.129","elite","AS701","US","Verizon Business","86","Verizon Business","1236","socks4","64","1","2023-02-06T05:09:15.013Z","100","871","873"
"80.200.67.156","elite","AS5432","BE","Proximus","24","Belgacom SA","15747","socks4","138","1","2023-02-06T05:09:15.252Z","85","807","955"
"117.198.221.34","elite","AS9829","IN","BSNL Internet","254","NIB","4153","socks4","117","1","2023-02-06T05:09:15.879Z","95","940","992"
"139.159.48.155","elite","AS63199","DE","CDS Global Cloud Co., Ltd","226","Beijing capitalonline data service co., LTD","39593","socks4","334","1","2023-02-06T05:09:14.836Z","100","918","918"
"89.38.97.57","elite","AS49981","NL","WorldStream B.V.","14","Worldstream","30432","socks4","89","1","2023-02-06T05:09:14.558Z","100","967","967"
"168.227.158.61","elite","AS52898","BR","Multipla Serviços Inteligentes","239","Multipla Serviços Inteligentes","4145","socks4","405","1","2023-02-06T05:09:14.703Z","100","972","973"
"36.66.133.19","elite","AS7713","ID","PT. Telekomunikasi Indonesia","193","N/A","5678","socks4","1009","1","2023-02-06T05:09:14.490Z","89","782","877"
"180.183.2.61","elite","AS45629","TH","Triple T Broadband Public Company Limited","166","Triple T Broadband Public Company Limited","4145","socks4","1371","1","2023-02-06T05:09:14.015Z","100","936","936"
"43.130.199.69","elite","AS132203","CA","Shenzhen Tencent Computer Systems Company Limited","93","Tencent Cloud Computing","443","socks5","372","1","2023-02-06T05:09:14.835Z","39","371","944"
"186.219.96.193","elite","AS262420","BR","Cabonnet Internet Ltda","226","Cabonnet Internet Ltda","52017","socks4","617","1","2023-02-06T05:09:14.532Z","99","978","988"
"187.95.136.74","elite","AS262318","BR","Horizons Telecomunicações e Tecnologia S.A","198","Emmo Serviços Ltda","5678","socks4","1032","1","2023-02-06T05:09:14.490Z","100","990","991"
"89.28.32.203","elite","AS31252","MD","SC STARNET SRL","48","StarNet Solutii SRL","57391","socks4","468","1","2023-02-06T05:09:14.701Z","96","954","990"
"174.77.111.198","elite","AS22773","US","Cox Communications Inc.","145","Cox Communications","49547","socks5","88","1","2023-02-06T05:09:14.315Z","85","741","876"
"122.249.236.152","elite","AS4685","JP","ASAHI Net, Inc.","219","ASAHI","8080","socks4","497","1","2023-02-06T05:09:14.701Z","100","940","942"
"5.130.89.32","elite","AS31200","RU","Novotelecom Ltd.","97","Novotelecom ltd.","1080","socks5","53","1","2023-02-06T05:09:14.101Z","98","917","935"
"111.67.197.147","elite","AS4808","CN","China Unicom Beijing Province Network","254","Beijing yiantianxia Network Science&Technology Co Ltd.","6666","socks5","1241","1","2023-02-06T05:09:14.378Z","98","949","966"
"86.57.181.122","elite","AS6697","BY","Republican Unitary Telecommunication Enterprise Beltelecom","55","Byfly Vitebsk","51801","socks4","585","1","2023-02-06T05:09:14.535Z","93","909","981"
"119.235.49.121","elite","AS45582","IN","VAINAVI INDUSTIES LTD, INTERNET SERVICE PROVIDER, INDIA","244","Vainavi Industries Ltd","4153","socks4","1343","1","2023-02-06T05:09:14.019Z","98","939","957"
"103.25.46.2","elite","AS58898","IN","Rainbow communications India Pvt Ltd","193","Rainbow communications India Pvt Ltd","4153","socks4","1198","1","2023-02-06T05:09:14.380Z","100","986","989"
"103.132.92.114","elite","AS138536","BD","Premium Connectivity Limited","183","PCL Outside DHK","4673","socks4","63","1","2023-02-06T05:09:14.168Z","91","893","981"
"95.182.78.6","elite","AS50648","UA","PE UAinet","52","PE UAinet","5678","socks4","1353","1","2023-02-06T05:09:14.018Z","98","959","980"
"45.70.237.133","elite","AS264668","EC","Nedetel S.A.","166","Nedetel S.A","4145","socks4","626","1","2023-02-06T05:09:14.531Z","100","899","903"
"92.60.190.22","elite","AS41540","UA","Komtel","39","Wnet LLC","59816","socks4","357","1","2023-02-06T05:09:14.835Z","96","952","993"
"203.30.191.218","elite","AS209242","BZ","Cloudflare London","1","Umpire Associates LTD","80","socks4","101","1","2023-02-06T05:09:14.535Z","100","880","880"
"69.163.160.197","elite","AS26347","US","New Dream Network, LLC","150","New Dream Network, LLC","1645","socks4","450","1","2023-02-06T05:09:14.701Z","100","991","991"
"103.9.134.148","elite","AS9832","BD","Information Services Network Ltd","204","ISN Gazipur","5678","socks4","1276","1","2023-02-06T05:09:14.377Z","99","980","991"
"110.78.149.121","elite","AS131090","TH","CAT-BB","187","N/A","4145","socks4","528","1","2023-02-06T05:09:14.700Z","87","867","992"
"117.54.201.93","elite","AS9340","ID","PT IndoInternet","177","N/A","5678","socks4","548","1","2023-02-06T05:09:14.537Z","99","972","986"
"155.138.238.14","elite","AS20473","US","The Constant Company","97","Vultr Holdings, LLC","808","socks5","1287","1","2023-02-06T05:09:14.377Z","100","975","975"
"51.83.252.13","elite","AS16276","PL","OVH SAS","27","OVH Sp. z o. o","8888","socks4","149","1","2023-02-06T05:09:14.540Z","100","955","955"
"178.76.254.130","elite","AS15774","RU","Electro-com Rostov","65","ZAO \"Electro-Com Don\"","4145","socks4","302","1","2023-02-06T05:09:14.838Z","100","988","991"
"46.29.229.77","elite","AS47232","CZ","ISP Alliance a.s.","32","Luminet","4145","socks4","1300","1","2023-02-06T05:09:14.376Z","100","936","937"
"45.196.148.52","elite","AS7018","US","AT&T Services","81","AQUA Networks Limited","5432","socks4","59","1","2023-02-06T05:09:14.843Z","98","912","933"
"78.140.195.66","elite","AS35000","RU","Prometey LLC","42","N/A","3629","socks4","640","1","2023-02-06T05:09:14.531Z","98","974","991"
"82.103.116.126","elite","AS8717","BG","A1 Bulgaria EAD","53","A1 Bulgaria EAD","4153","socks4","513","1","2023-02-06T05:09:14.700Z","99","986","991"
"118.99.103.114","elite","AS17451","ID","Biznet Metronet","161","N/A","32491","socks4","1181","1","2023-02-06T05:09:14.380Z","51","500","978"
"189.17.105.130","elite","AS4230","BR","Claro S.A","222","Poltex Polido Textil S. A","4153","socks4","278","1","2023-02-06T05:09:14.838Z","98","973","989"
"185.188.216.93","elite","AS206358","XK","Qendrim Kryeziu trading as N.P.SH \"ISP - Broadcast","50","CDNNetwork","4145","socks4","1047","1","2023-02-06T05:09:14.489Z","100","936","936"
"190.180.35.150","elite","AS25620","BO","Cotas Ltda.","213","Cablemodem-ip-dinamica - Generico IP Cmts HMC","5678","socks4","314","1","2023-02-06T05:09:14.837Z","99","948","957"
"202.159.30.129","elite","AS9340","ID","PT IndoInternet","172","N/A","443","socks4","1316","1","2023-02-06T05:09:14.021Z","100","925","927"
"104.21.194.19","elite","AS13335","CA","American Registry Internet Numbers","1","American Registry Internet Numbers","80","socks4","116","1","2023-02-06T05:09:13.267Z","100","875","875"
"110.77.236.112","elite","AS131090","TH","CAT Telecom Public Company Limited","193","CAT BBviaOnnet","4153","socks4","1266","1","2023-02-06T05:09:13.595Z","84","799","949"
"83.218.186.22","elite","AS31543","AT","myNet GmbH","35","myNET Internet Solutions","5678","socks4","1252","1","2023-02-06T05:09:13.515Z","96","945","980"
"103.233.152.179","elite","AS17451","ID","BIZNET","205","N/A","1080","socks4","1287","1","2023-02-06T05:09:13.594Z","97","889","915"
"41.60.233.182","elite","AS30844","KE","Maintainer Liquid Telecommunications Operations Limited","277","Liquid Telecommunications Operations Limited","5678","socks4","290","1","2023-02-06T05:09:13.118Z","75","728","967"
"187.157.153.214","elite","AS8151","MX","Uninet S.A. de C.V.","187","Uninet S.A. de C.V.","5678","socks4","1217","1","2023-02-06T05:09:13.597Z","100","988","992"
"36.67.14.195","elite","AS7713","ID","PT. Telekomunikasi Indonesia","189","N/A","5678","socks4","1247","1","2023-02-06T05:09:13.596Z","80","754","940"
"202.159.35.201","elite","AS9340","ID","PT IndoInternet","174","N/A","443","socks4","1299","1","2023-02-06T05:09:13.593Z","100","978","980"
"220.189.96.187","elite","AS4134","CN","Chinanet","229","N/A","38801","socks4","1207","1","2023-02-06T05:09:13.196Z","59","528","893"
"165.227.141.215","elite","AS14061","DE","DigitalOcean, LLC","22","DigitalOcean, LLC","31517","socks5","95","1","2023-02-06T05:09:13.280Z","100","896","896"
"198.37.103.71","elite","AS397373","US","H4Y Technologies LLC","154","H4Y Technologies LLC","62220","socks4","1364","1","2023-02-06T05:09:12.333Z","100","960","961"
"103.83.36.1","elite","AS136171","US","Medha Hosting","118","Medhahosting in","5678","socks4","1229","1","2023-02-06T05:09:12.698Z","100","986","987"
"113.121.64.161","elite","AS4134","CN","Chinanet","177","Chinanet SD","9999","socks4","394","1","2023-02-06T05:09:12.916Z","71","620","873"
"62.112.8.76","elite","AS49981","NL","WorldStream B.V.","14","Worldstream","30207","socks5","656","1","2023-02-06T05:09:12.775Z","100","947","947"
"49.83.98.16","elite","AS4134","CN","Chinanet","227","Chinanet JS","24388","socks5","942","1","2023-02-06T05:09:12.776Z","48","436","909"
"95.106.133.43","elite","AS12389","RU","Macroregional Center","69","Rostelecom Ltd.","8080","socks5","1120","1","2023-02-06T05:09:12.803Z","41","403","977"
"103.214.112.240","elite","AS136052","ID","PT Cloud Hosting Indonesia","259","PT Denbe Anugerah Solusindo","32323","socks5","1327","1","2023-02-06T05:09:12.334Z","99","864","876"
"172.67.209.12","elite","AS13335","CA","Cloudflare, Inc.","1","Cloudflare, Inc.","80","socks5","539","1","2023-02-06T05:09:12.793Z","100","891","891"
"85.143.173.198","elite","AS201848","RU","Trader soft LLC","44","Trader soft LLC","8444","socks5","1310","1","2023-02-06T05:09:12.032Z","98","972","990"
"188.114.99.171","elite","AS13335","NL","Cloudflare, Inc.","1","CloudFlare, Inc.","80","socks4","600","1","2023-02-06T05:09:12.776Z","100","991","992"
"39.108.102.73","elite","AS37963","CN","Hangzhou Alibaba Advertising Co","241","Aliyun Computing Co., LTD","5100","socks5","824","1","2023-02-06T05:09:12.316Z","91","810","893"
"177.72.115.145","elite","AS262558","BR","Prompt Brasil Solucoes EM TI Ltda","198","Prompt Brasil Solucoes EM TI Ltda","31164","socks4","1007","1","2023-02-06T05:09:12.314Z","99","962","974"
"182.23.108.163","elite","AS4800","ID","PT Aplikanusa Lintasarta","272","N/A","4153","socks4","1006","1","2023-02-06T05:09:12.472Z","98","962","985"
"177.38.5.16","elite","AS52964","BR","FÁBIO MENDES DIAS LTDA ME","235","FÁBIO MENDES DIAS LTDA ME","4153","socks4","1229","1","2023-02-06T05:09:12.034Z","98","900","918"
"103.83.252.61","elite","AS59165","IN","RBJ1","166","N/A","1080","socks4","1257","1","2023-02-06T05:09:12.329Z","100","978","981"
"34.172.155.209","elite","AS396982","US","Google LLC","103","Google Cloud (us-central1)","8000","socks5","99","1","2023-02-06T05:09:12.962Z","56","539","961"
"170.150.159.18","elite","AS27901","CL","Pacifico Cable SPA.","203","Pacifico Cable SPA","3389","socks5","1285","1","2023-02-06T05:09:12.697Z","99","952","957"
"41.89.162.100","elite","AS36914","KE","KENET","151","Jomo Kenyatta Memorial Library, University of Nairobi","4673","socks4","836","1","2023-02-06T05:09:12.316Z","99","940","951"
"8.42.68.109","elite","AS3356","US","Level 3 Communications, Inc.","123","Level 3, LLC","39593","socks4","65","1","2023-02-06T05:09:11.165Z","100","992","993"
"124.41.211.180","elite","AS17501","NP","WorldLink Communications","171","Wlink Static ENT KTM V1128","50405","socks4","1196","1","2023-02-06T05:09:11.600Z","97","924","951"
"66.42.52.194","elite","AS20473","SG","The Constant Company, LLC","168","Choopa, LLC","49163","socks4","1019","1","2023-02-06T05:09:11.194Z","99","941","948"
"212.233.164.245","elite","AS29582","BG","internet pools","47","N/A","1080","socks4","1246","1","2023-02-06T05:09:11.599Z","97","964","991"
"188.165.201.173","elite","AS16276","FR","OVH SAS","5","OVH ISP","51102","socks5","1258","8","2023-02-06T05:09:11.598Z","100","968","968"
"185.238.228.202","elite","AS209242","ES","Cloudflare London, LLC","2","Cloudflare","80","socks4","1045","1","2023-02-06T05:09:11.193Z","100","913","913"
"38.127.179.10","elite","AS174","US","Cogent Communications","83","Torlandia Trading SRL","11537","socks5","1099","1","2023-02-06T05:09:11.197Z","100","926","930"
"89.218.5.106","elite","AS9198","KZ","JSC Kazakhtelecom","98","IP Paypoint","50733","socks4","542","1","2023-02-06T05:09:10.020Z","96","942","981"
"119.252.168.202","elite","AS9341","ID","PT Indonesia Comnets Plus","163","N/A","5678","socks4","498","1","2023-02-06T05:09:10.393Z","99","930","938"
"212.220.13.98","elite","AS12389","RU","Rostelecom networks","109","Dynamic distribution IPs for broadband services","4153","socks4","78","1","2023-02-06T05:09:10.794Z","95","943","993"
"103.12.246.49","elite","AS134941","IN","Instant Cable Network PVT LTD","201","Instant Cable Network PVT LTD","4145","socks4","130","1","2023-02-06T05:09:10.791Z","100","988","991"
"37.17.53.108","elite","AS42772","BY","A1 BLR","57","N/A","3629","socks4","539","1","2023-02-06T05:09:10.390Z","97","959","991"
"103.242.104.244","elite","AS58821","ID","PT Lintas Jaringan Nusantara","173","PT Lintas Jaringan Nusantara","5678","socks4","514","1","2023-02-06T05:09:10.022Z","99","945","958"
"5.104.174.199","elite","AS57344","BG","DobrudjaCable Ltd.","43","DobrudjaCable Ltd.","23500","http","567","132","2023-02-06T05:09:10.787Z","100","882","883"
"220.174.210.128","elite","AS4134","CN","Chinanet","246","Hainan TELECOM","4145","socks4","118","1","2023-02-06T05:09:10.792Z","91","796","875"
"170.233.148.2","elite","AS265096","BR","PRGNET SERVIÇOS DE TELECOMUNICAÇÕES","193","PRGNET SERVIÇOS DE TELECOMUNICAÇÕES","4153","socks4","565","1","2023-02-06T05:09:10.019Z","99","978","990"
"88.248.2.160","elite","AS47331","TR","TurkTelecom","72","Turk Telekomunikasyon A.S","5678","socks4","178","1","2023-02-06T05:09:10.790Z","90","889","989"
"184.181.217.213","elite","AS22773","US","Cox Communications Inc.","147","Cox Communications","4145","socks5","308","1","2023-02-06T05:09:10.032Z","100","898","898"
"37.131.164.124","elite","AS35745","PL","KSU Provector Network","42","N/A","59341","socks4","631","1","2023-02-06T05:09:10.017Z","100","991","991"
"202.159.107.209","elite","AS9340","ID","PT IndoInternet","181","N/A","443","socks4","139","1","2023-02-06T05:09:10.791Z","100","901","902"
"85.100.40.12","elite","AS47331","TR","TurkTelecom","62","Turk Telekomunikasyon A.S","5678","socks4","76","1","2023-02-06T05:09:10.793Z","91","904","989"
"41.216.175.214","elite","AS37088","NG","VDT COMMUNICATIONS LIMITED","127","Customer Nnpc Medical Ikoyi","4673","socks4","983","1","2023-02-06T05:09:10.810Z","99","978","991"
"109.201.96.222","elite","AS50596","RU","Informatsionnye Tekhnologii LLC","55","Informatsionnye Tekhnologii LLC","4145","socks4","481","1","2023-02-06T05:09:10.393Z","99","970","981"
"188.165.226.95","elite","AS16276","FR","OVH SAS","4","OVH ISP","9050","socks5","189","1","2023-02-06T05:09:10.790Z","98","970","987"
"43.153.174.233","elite","AS132203","JP","Shenzhen Tencent Computer Systems Company Limited","231","Tencent Cloud Computing","443","socks5","1032","3","2023-02-06T05:09:10.810Z","94","895","949"
"113.176.118.150","elite","AS45899","VN","VNPT","270","Vietnam Posts and Telecommunications Group","1080","socks5","596","1","2023-02-06T05:09:10.019Z","99","976","985"
"46.98.192.233","elite","AS15377","UA","ISP \"Fregat\"","51","ISP \"Fregat\" Ltd.","5678","socks4","525","1","2023-02-06T05:09:10.392Z","97","956","988"
"161.117.180.105","elite","AS45102","SG","Alibaba.com Singapore E-Commerce Private Limited","343","N/A","1080","socks5","565","1","2023-02-06T05:09:10.021Z","99","947","958"
"103.12.246.129","elite","AS134941","IN","Instant Cable Network PVT LTD","193","Instant Cable Network PVT LTD","4145","socks4","498","1","2023-02-06T05:09:10.389Z","100","972","975"
"195.154.43.86","elite","AS12876","FR","Online S.A.S.","1","ONLINE","37630","socks5","614","1","2023-02-06T05:09:10.018Z","98","951","966"
"217.12.218.127","elite","AS21100","NL","ITL LLC","11","Green Floid LLC","30243","socks4","866","1","2023-02-06T05:09:10.807Z","99","950","956"
"202.152.24.50","anonymous","AS4800","ID","PT Aplikanusa Lintasarta","306","N/A","8080","http","887","837","2023-02-06T05:09:10.390Z","99","867","873"
"171.97.107.99","elite","AS17552","TH","True Internet Corporation CO. Ltd.","199","Truenet Hisp","4145","socks4","549","1","2023-02-06T05:09:10.021Z","56","534","946"
"200.0.247.243","elite","AS10834","AR","Telefonica de Argentina","253","Smart S.A","5678","socks4","580","1","2023-02-06T05:09:10.019Z","94","930","991"
"196.15.237.171","elite","AS5713","ZA","Telkom SA Ltd.","242","Telkom SA Ltd","1888","socks4","536","1","2023-02-06T05:09:10.021Z","83","757","914"
"187.115.3.186","elite","AS18881","BR","TELEFÔNICA BRASIL S.A","197","Global Village Telecom","5678","socks4","908","1","2023-02-06T05:09:09.435Z","99","925","937"
"105.213.187.143","elite","AS16637","ZA","MTN SA","185","MTN SA","5678","socks4","1036","1","2023-02-06T05:09:09.220Z","99","978","991"
"138.0.207.18","elite","AS264556","BR","L. Garcia Comunicações ME","163","Marcos de Oliveira Dorta - ME","38328","socks4","1014","1","2023-02-06T05:09:09.221Z","99","983","991"
"1.180.0.162","elite","AS4134","CN","Chinanet","171","Chinanet NM","52596","socks5","584","1","2023-02-06T05:09:09.039Z","53","505","950"
"41.70.106.1","elite","AS37215","MW","Malawi Research and Education Network - MAREN","233","Malawi Research and Education Network - MAREN","5678","socks4","612","1","2023-02-06T05:09:09.441Z","88","849","967"
"179.191.12.97","elite","AS265440","BR","Telnet Sistemas e Comunicações","161","Telnet Sistemas e Comunicações","4153","socks4","1026","1","2023-02-06T05:09:09.220Z","97","964","991"
"178.249.218.34","elite","AS44219","IT","ICCOM s.r.l.","37","N/A","5678","socks4","875","1","2023-02-06T05:09:09.437Z","99","929","936"
"101.231.66.130","elite","AS4812","CN","China Telecom (Group)","258","Chinanet SH","80","socks5","595","1","2023-02-06T05:09:09.729Z","100","983","985"
"114.92.241.175","elite","AS4812","CN","China Telecom (Group)","196","Chinanet SH","4145","socks4","946","1","2023-02-06T05:09:09.223Z","99","904","916"
"190.226.241.76","elite","AS264691","AR","Servicoop S.A.","262","Servicoop S.A","3629","socks4","309","1","2023-02-06T05:09:09.041Z","100","948","950"
"109.185.146.130","elite","AS8926","MD","JSC \"Moldtelecom\" S.A.","48","JSC Moldtelecom S.A.","80","socks5","644","1","2023-02-06T05:09:09.440Z","93","815","874"
"189.124.85.225","anonymous","AS28287","BR","FIT Telecom Eireli","199","FIT Telecom Eireli","7171","http","1003","3868","2023-02-06T05:09:09.441Z","100","983","985"
"202.131.241.210","elite","AS9484","MN","MOBINET-LL","107","N/A","1080","socks4","1048","1","2023-02-06T05:09:09.219Z","100","958","959"
"212.108.144.67","anonymous","AS202254","CY","Lifecell Digital LTD","65","N/A","8080","http","1672","3202","2023-02-06T05:09:09.729Z","100","990","992"
"49.48.142.127","elite","AS45629","TH","Triple T Broadband Public Company Limited","155","Triple T Broadband Public Company Limited","8080","socks4","920","1","2023-02-06T05:09:09.434Z","97","849","872"
"183.89.41.115","elite","AS45629","TH","Triple T Broadband Public Company Limited","174","Triple T Broadband Public Company Limited","5678","socks4","686","1","2023-02-06T05:09:09.440Z","99","927","939"
"94.20.21.16","elite","AS29049","AZ","Delta Telecom","90","N/A","4153","socks4","629","1","2023-02-06T05:09:09.727Z","100","963","967"
"119.17.204.225","elite","AS24173","VN","Netnam Corporation","179","NETNAM","1080","socks4","1256","1","2023-02-06T05:09:08.255Z","100","988","991"
"1.179.173.114","elite","AS131293","TH","TOT Public Company Limited","185","TOT Public Company Limited","4153","socks4","1132","1","2023-02-06T05:09:08.776Z","100","914","915"
"194.85.135.243","elite","AS3216","RU","PJSC \"Vimpelcom\"","83","PJSC \"Vimpelcom\"","4145","socks4","1345","1","2023-02-06T05:09:08.637Z","94","899","961"
"203.206.235.153","elite","AS4739","AU","iiNet Limited","288","iiNet Limited","50042","socks4","1294","1","2023-02-06T05:09:08.639Z","100","975","979"
"103.4.179.187","elite","AS4766","KR","Korea Telecom","227","Netip","4153","socks4","1283","1","2023-02-06T05:09:08.640Z","99","983","988"
"58.147.137.82","elite","AS17411","AF","Io-Global Services Pvt. Ltd.","167","Io Global Services Pvt. Ltd.","5678","socks4","154","1","2023-02-06T05:09:08.737Z","37","370","991"
"195.9.146.246","elite","AS25513","RU","PJSC Moscow city telephone network","56","PJSC Moscow city telephone network","3629","socks4","1166","5","2023-02-06T05:09:08.775Z","99","930","936"
"180.250.159.49","elite","AS7713","ID","PT. Telekomunikasi Indonesia","188","N/A","4153","socks4","1152","1","2023-02-06T05:09:08.264Z","88","872","990"
"45.126.169.185","elite","AS134014","IN","NET 4 U SERVICES PVT LTD","197","NET 4 U Services PVT LTD","4145","socks4","1358","1","2023-02-06T05:09:08.252Z","100","973","976"
"105.213.88.237","elite","AS16637","ZA","MTN SA","186","MTN SA","5678","socks4","1341","1","2023-02-06T05:09:08.253Z","97","869","893"
"177.80.38.207","elite","AS28573","BR","Claro NXT Telecomunicacoes Ltda","229","Claro NXT Telecomunicacoes Ltda","4153","socks4","1103","1","2023-02-06T05:09:08.777Z","94","926","981"
"103.235.199.43","elite","AS4007","NP","CCNEP","237","Communications & e Nepal Pvt Ltd","4673","socks4","525","1","2023-02-06T05:09:08.116Z","21","203","980"
"141.105.107.34","elite","AS200064","ES","Red digital de telecomunicaciones de las Islas Baleares S.L","62","Ibred","5678","socks4","553","1","2023-02-06T05:09:08.488Z","100","895","896"
"37.120.192.154","elite","AS9009","NL","M247 Europe SRL","11","M247 LTD","8080","socks5","1269","1","2023-02-06T05:09:08.641Z","100","948","949"
"115.75.160.196","elite","AS7552","VN","VIETELxdsl","172","xDSL Services","5678","socks4","1197","1","2023-02-06T05:09:08.645Z","98","945","969"
"178.128.21.246","elite","AS14061","SG","DigitalOcean, LLC","149","Digitalocean","56108","socks4","53","1","2023-02-06T05:09:08.649Z","100","916","918"
"138.36.150.12","elite","AS263729","AR","Pedraza Luis Eduardo","246","Pedraza Luis Eduardo","1080","socks4","508","1","2023-02-06T05:09:08.848Z","100","969","971"
"82.99.219.205","elite","AS60976","IR","ParsOnline Co","152","N/A","3128","http","1439","1162","2023-02-06T05:09:08.647Z","98","861","877"
"110.78.146.161","elite","AS131090","TH","CAT-BB","183","N/A","4145","socks4","1416","1","2023-02-06T05:09:07.626Z","78","682","872"
"103.212.93.254","elite","AS138312","IN","Best Telnet Services Private Limited","194","Best telnet services private limited","45639","socks4","670","1","2023-02-06T05:09:07.642Z","99","984","992"
"36.90.59.221","elite","AS7713","ID","PT. Telekomunikasi Indonesia","177","Telekomunikasi Indonesia","4153","socks4","1399","1","2023-02-06T05:09:07.783Z","90","887","991"
"173.195.27.147","elite","AS11976","US","Fidelity Communication International Inc.","115","Fidelity Communication International Inc.","10091","socks4","1429","1","2023-02-06T05:09:07.063Z","100","987","987"
"62.85.224.217","elite","AS8968","IT","BT Italia S.p.A.","45","Molitel SRL","5678","socks4","1449","1","2023-02-06T05:09:07.625Z","99","986","991"
"50.96.204.50","elite","AS7029","US","Windstream Communications LLC","114","Windstream Communications LLC","18351","socks4","1439","1","2023-02-06T05:09:07.783Z","100","952","956"
"173.212.230.13","elite","AS51167","DE","Contabo GmbH","15","Contabo GmbH","3119","http","1482","770","2023-02-06T05:09:07.087Z","100","894","894"
"203.142.68.210","elite","AS17451","ID","BIZNET","170","N/A","5678","socks4","623","1","2023-02-06T05:09:07.644Z","100","984","988"
"177.105.68.127","elite","AS262637","BR","Netprimus Tecnologia Ltda","187","Netprimus Tecnologia Ltda","4153","socks4","1377","1","2023-02-06T05:09:07.065Z","100","977","981"
"202.40.181.132","elite","AS23991","BD","Ranks ITT","210","Ranks ITT Ltd","5678","socks4","898","1","2023-02-06T05:09:07.638Z","97","961","991"
"200.116.198.160","elite","AS13489","CO","EPM Telecomunicaciones S.A. E.S.P","161","Mpio Manizales","58927","socks4","1466","1","2023-02-06T05:09:07.782Z","56","553","992"
"38.127.179.126","elite","AS174","US","Cogent Communications","80","Torlandia Trading SRL","46656","socks5","657","1","2023-02-06T05:09:07.643Z","100","914","915"
"159.138.40.86","elite","AS136907","HK","Huawei International Pte. Ltd.","242","N/A","8888","http","958","730","2023-02-06T05:09:07.646Z","99","865","874"
"95.68.225.138","elite","AS12389","RU","Ulyanovsk Branch of OJSC VolgaTelecom","71","N/A","1080","socks5","1410","1","2023-02-06T05:09:07.064Z","100","917","919"
"103.23.101.30","elite","AS58400","ID","Universitas Negeri Semarang, y","173","UNNES","4145","socks4","1306","1","2023-02-06T05:09:07.086Z","100","952","954"
"136.143.144.187","elite","AS13370","US","LocalTel Communications","152","LocalTel Communications","5678","socks4","1475","1","2023-02-06T05:09:07.624Z","99","865","874"
"185.110.124.121","elite","AS204218","DE","Friedrich Kecht & Gerhard Guggenbichler Gbr","28","DHCP CUST Unternberg","1080","socks4","1117","1","2023-02-06T05:09:07.096Z","67","650","974"
"12.89.124.138","elite","AS7018","US","AT&T Services, Inc.","122","CFWN Pool ATTCT-NMPL13","4145","socks4","1319","1","2023-02-06T05:09:07.085Z","100","915","916"
"212.83.143.118","elite","AS12876","FR","Online S.A.S.","1","ONLINE","51457","socks4","1452","1","2023-02-06T05:09:07.783Z","100","886","888"
"222.223.115.225","elite","AS4134","CN","Chinanet","226","Chinanet HE","7302","socks5","1387","1","2023-02-06T05:09:07.375Z","95","942","992"
"222.186.50.204","elite","AS4134","CN","Chinanet","212","Chinanet JS","1080","socks5","803","1","2023-02-06T05:09:07.637Z","98","933","951"
"104.168.117.68","anonymous","AS36352","US","ColoCrossing","90","Global Cloud Line","3888","https","923","372","2023-02-06T05:09:07.794Z","100","928","929"
"182.52.70.117","elite","AS23969","TH","TOT Public Company Limited","154","TOT Public Company Limited","4145","socks4","1522","1","2023-02-06T05:09:06.148Z","100","990","992"
"102.66.225.184","elite","AS328471","ZA","HERO TELECOMS (PTY) LTD","244","Herotel","5678","socks4","1410","1","2023-02-06T05:09:06.169Z","64","629","987"
"92.119.74.249","elite","AS212918","ES","Clicktel SL","105","Fibercli","5678","socks4","1376","1","2023-02-06T05:09:06.539Z","72","663","918"
